,Make,Model,Variant,Ex-Showroom_Price,Displacement,Fuel_Type,Body_Type,City_Mileage,Highway_Mileage,Electric_Range,Launch Month,Emission_Norm,Airbags,Type,Gross_Vehicle_Weight,Electric_Range,Battery,Power,Torque
677,Mahindra,Xuv500,W7 At,"Rs. 15,39,488",2179 cc,Diesel,SUV,16 km/litre,,,July,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag",Automatic,2510 kg,,,155PS@3750rpm,330Nm@1750-2800rpm
678,Mahindra,Xuv500,W9,"Rs. 15,88,943",2179 cc,Diesel,SUV,16 km/litre,,,July,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,2510 kg,,,155PS@3750rpm,330Nm@1750-2800rpm
679,Mahindra,Xuv500,W9 At,"Rs. 17,10,118",2179 cc,Diesel,SUV,16 km/litre,,,July,BS IV,"Driver frontal airbag, Drive side airbag",Automatic,2510 kg,,,155PS@3750rpm,330Nm@1750-2800rpm
680,Mahindra,Xuv500,W11,"Rs. 17,16,319",2179 cc,Diesel,SUV,16 km/litre,,,July,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Manual,2510 kg,,,155PS@3750rpm,330Nm@1750-2800rpm
681,Mahindra,Xuv500,W11 At,"Rs. 18,37,586",2179 cc,Diesel,SUV,16 km/litre,,,July,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Automatic,2510 kg,,,155PS@3750rpm,330Nm@1750-2800rpm
682,Mahindra,Xuv500,W11 (O),"Rs. 17,41,319",2179 cc,Diesel,SUV,16 km/litre,,,July,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Manual,2510 kg,,,155PS@3750rpm,330Nm@1750-2800rpm
683,Mahindra,Xuv500,W11 (O) At,"Rs. 18,62,586",2179 cc,Diesel,SUV,16 km/litre,,,July,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Automatic,2510 kg,,,155PS@3750rpm,330Nm@1750-2800rpm
684,Mahindra,Xuv500,W11 (O) Awd,"Rs. 18,52,488",2179 cc,Diesel,SUV,16 km/litre,,,July,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Manual,2510 kg,,,155PS@3750rpm,330Nm@1750-2800rpm
685,Mahindra,Xuv500,W11 (O) Awd At,"Rs. 19,73,664",2179 cc,Diesel,SUV,16 km/litre,,,July,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Automatic,2510 kg,,,155PS@3750rpm,330Nm@1750-2800rpm
686,Mahindra,Xuv500,W3,"Rs. 12,30,924",2179 cc,Diesel,SUV,16 km/litre,,,July,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,2510 kg,,,155PS@3750rpm,360Nm@1750-2800rpm
687,Mahindra,E Verito,D4,"Rs. 12,93,214",72 cc,Electric,Sedan,110 km/litre,,110 km/full charge,June,,,Automatic,1700 kg,110 km/full charge,200 ampere-hour,41PS@3500RPM,91Nm@3000rpm
688,Mahindra,E Verito,D2,"Rs. 12,67,208",72 cc,Electric,Sedan,110 km/litre,,110 km/full charge,June,,,Automatic,1700 kg,110 km/full charge,200 ampere-hour,41PS@3500RPM,91Nm@3000rpm
689,Mahindra,E Verito,D6,"Rs. 13,03,241",72 cc,Electric,Sedan,110 km/litre,,110 km/full charge,June,,,Automatic,1700 kg,110 km/full charge,200 ampere-hour,41PS@3500RPM,91Nm@3000rpm
690,Tata,Hexa,Xm Plus 4X2,"Rs. 16,39,374",2179 cc,Diesel,SUV,14 km/litre,17.6 km/litre,,April,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,156PS@4000rpm,400Nm@1700-2700rpm
691,Tata,Hexa,Xt 4X4,"Rs. 19,29,417",2179 cc,Diesel,SUV,14 km/litre,17.6 km/litre,,April,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Manual,,,,156PS@4000rpm,320Nm@1700-2700rpm
692,Tata,Hexa,Xta 4X2,"Rs. 19,12,593",2179 cc,Diesel,SUV,14 km/litre,17.6 km/litre,,April,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Automatic,,,,156PS@4000rpm,400Nm@1700-2700rpm
693,Tata,Hexa,Xt 4X2,"Rs. 17,96,458",2179 cc,Diesel,SUV,14 km/litre,17.6 km/litre,,April,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Manual,,,,156PS@4000rpm,400Nm@1700-2700rpm
694,Tata,Hexa,Xe 4X2,"Rs. 13,71,864",2179 cc,Diesel,SUV,14 km/litre,17.6 km/litre,,April,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,150PS@4000rpm,320Nm@1700-2700rpm
695,Tata,Hexa,Xm 4X2,"Rs. 15,31,377",2179 cc,Diesel,SUV,14 km/litre,17.6 km/litre,,April,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,156PS@4000rpm,400Nm@1700-2700rpm
696,Tata,Hexa,Xma 4X2,"Rs. 16,55,587",2179 cc,Diesel,SUV,14 km/litre,17.6 km/litre,,April,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,156PS@4000rpm,400Nm@1700-2700rpm
697,Toyota,Innova Crysta,2.4 Gx 7 Str,"Rs. 16,05,000",2393 cc,Diesel,MUV,12 km/litre,,,May,BS VI,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Manual,2430 kg,,,150PS@3400rpm,343Nm@1400-2800rpm
698,Toyota,Innova Crysta,2.4 Vx 7 Str,"Rs. 19,27,000",2393 cc,Diesel,MUV,12 km/litre,,,May,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Manual,2430 kg,,,150PS@3400rpm,343Nm@1400-2800rpm
699,Toyota,Innova Crysta,2.4 Gx 8 Str,"Rs. 16,10,000",2393 cc,Diesel,MUV,12 km/litre,,,May,BS VI,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Manual,2480 kg,,,150PS@3400rpm,343Nm@1400-2800rpm
700,Toyota,Innova Crysta,2.4 Vx 8 Str,"Rs. 19,32,000",2393 cc,Diesel,MUV,12 km/litre,,,May,BS VI,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Manual,2460 kg,,,150PS@3400rpm,343Nm@1400-2800rpm
701,Toyota,Innova Crysta,2.4 Zx 7 Str,"Rs. 21,13,000",2393 cc,Diesel,MUV,12 km/litre,,,May,BS VI,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",Manual,2450 kg,,,150PS@3400rpm,343Nm@1400-2800rpm
702,Toyota,Innova Crysta,2.7 Gx At 8 Str,"Rs. 16,20,000",2694 cc,Petrol,MUV,11.2 km/litre,,,May,BS VI,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag, Driver knee airbag",Automatic,2480 kg,,,166PS@5200rpm,245Nm@4000rpm
703,Toyota,Innova Crysta,2.7 Gx At 7 Str,"Rs. 16,15,000",2694 cc,Petrol,MUV,11.2 km/litre,,,May,BS VI,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",Automatic,2480 kg,,,166PS@3400rpm,245Nm@1200-3400RPM
704,Toyota,Innova Crysta,2.7 Zx At 7 Str,"Rs. 21,03,000",2393 cc,Petrol,MUV,11.2 km/litre,,,May,BS IV,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",Automatic,2450 kg,,,164 bhp @ 5200 rpm,245 Nm @ 4000 rpm
705,Toyota,Innova Crysta,2.7 Vx 7 Str,"Rs. 18,07,000",2393 cc,Petrol,MUV,11.2 km/litre,,,May,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Manual,2430 kg,,,150PS@3400rpm,343Nm@1400-2800rpm
706,Toyota,Innova Crysta,2.7 Gx Mt 7 Str,"Rs. 14,93,000",2755 cc,Petrol,MUV,11.2 km/litre,,,May,BS VI,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag, Curtain airbags",Manual,2480 kg,,,174PS@3400rpm,360Nm@1200-3400rpm
707,Toyota,Innova Crysta,2.7 Gx Mt 8 Str,"Rs. 14,98,000",2755 cc,Petrol,MUV,11.2 km/litre,,,May,BS VI,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",Manual,2480 kg,,,174PS@3400rpm,360Nm@1200-3400rpm
708,Toyota,Innova Crysta,Touring Sport 2.4 Vx 7 Str,"Rs. 20,97,000",2393 cc,Diesel,MUV,12 km/litre,,,May,BS VI,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Manual,2430 kg,,,150PS@3400rpm,343Nm@1400-2800rpm
709,Toyota,Innova Crysta,Touring Sport 2.7 Vx 7 Str,"Rs. 18,92,000",2393 cc,Petrol,MUV,11.2 km/litre,,,May,BS VI,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Manual,2430 kg,,,166PS@5200rpm,245Nm@4000rpm
710,Toyota,Innova Crysta,Touring Sport 2.7 Zx At 7 Str,"Rs. 21,71,000",2694 cc,Petrol,MUV,11.2 km/litre,,,May,BS VI,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag, Drive side airbag",Automatic,2450 kg,,,166PS@5200rpm,245Nm@4000rpm
711,Toyota,Innova Crysta,2.4 G Plus 7 Str,"Rs. 15,92,000",2393 cc,Diesel,MUV,12 km/litre,,,May,BS VI,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Manual,2430 kg,,,150PS@3400rpm,343Nm@1400-2800rpm
712,Toyota,Innova Crysta,2.4 G Plus 8 Str,"Rs. 15,87,000",2393 cc,Diesel,MUV,12 km/litre,,,May,BS VI,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Manual,2480 kg,,,150PS@3400rpm,343Nm@1400-2800rpm
713,Jeep,Compass,1.4 Limited At,"Rs. 19,96,000",1368 cc,Petrol,SUV,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,162PS@3750rpm,250Nm@1750-2500rpm
714,Jeep,Compass,1.4 Sport,"Rs. 15,60,000",1368 cc,Petrol,SUV,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,162PS@3750rpm,250Nm@1750-2500rpm
715,Jeep,Compass,1.4 Limited (O) At,"Rs. 20,55,000",1368 cc,Petrol,SUV,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,162PS@3750rpm,250Nm@1750-2500rpm
716,Jeep,Compass,2.0 Sport,"Rs. 16,61,000",1956 cc,Diesel,SUV,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,173PS@3750rpm,350Nm@1750-2500rpm
717,Jeep,Compass,2.0 Longitude,"Rs. 18,03,000",1956 cc,Diesel,SUV,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,173PS@3750rpm,350Nm@1750-2500rpm
718,Jeep,Compass,2.0 Longitude (O),"Rs. 18,88,000",1956 cc,Diesel,SUV,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,173PS@3750rpm,350Nm@1750-2500rpm
719,Jeep,Compass,2.0 Limited,"Rs. 19,73,000",1956 cc,Diesel,SUV,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,173PS@3750rpm,350Nm@1750-2500rpm
720,Jeep,Compass,2.0 Limited (O),"Rs. 20,22,000",1956 cc,Diesel,SUV,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,173PS@3750rpm,350Nm@1750-2500rpm
721,Jeep,Compass,2.0 Limited 4X4,"Rs. 21,51,000",1956 cc,Diesel,SUV,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag",Manual,,,,173PS@3750rpm,350Nm@1750-2500rpm
722,Jeep,Compass,2.0 Limited (O) 4X4,"Rs. 21,99,000",1956 cc,Diesel,SUV,,,,January,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags",Manual,,,,173PS@3750rpm,350Nm@1750-2500rpm
723,Jeep,Compass,1.4 Limited Plus At Petrol,"Rs. 21,67,000",1368 cc,Petrol,SUV,,,,January,BS 6,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Automatic,,,,162PS@3750rpm,250Nm@1750-2500rpm
724,Jeep,Compass,2.0 Limited Plus 4X2 Diesel,"Rs. 21,33,000",1956 cc,Diesel,SUV,,,,January,BS 6,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Manual,,,,173PS@3750rpm,350Nm@1750-2500rpm
725,Jeep,Compass,2.0 Limited Plus 4X4 Diesel,"Rs. 23,11,000",1956 cc,Diesel,SUV,,,,January,BS 6,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Manual,,,,173PS@3750rpm,350Nm@1750-2500rpm
726,Jeep,Compass,2.0 Sport Plus,"Rs. 16,99,000",1956 cc,Diesel,SUV,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,173PS@3750rpm,350Nm@1750-2500rpm
727,Jeep,Compass,1.4 Sport Plus,"Rs. 15,99,000",1368 cc,Petrol,SUV,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,162PS@3750rpm,250Nm@1750-2500rpm
728,Jeep,Compass,1.4 Longitude (O) At,"Rs. 19,00,000",1368 cc,Petrol,SUV,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,163PS@5500rpm,250Nm@2500-4000rpm
729,Jeep,Compass,1.4 Limited (O) At Petrol Black Pack,"Rs. 20,70,000",1368 cc,Petrol,SUV,,,,January,BS 6,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Automatic,,,,162PS@3750rpm,250Nm@1750-2500rpm
730,Jeep,Compass,2.0 Limited (O) Black Pack,"Rs. 20,36,300",1956 cc,Diesel,SUV,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,173PS@3750rpm,350Nm@1750-2500rpm
731,Jeep,Compass,2.0 Limited (O) 4X4 Black Pack,"Rs. 22,14,000",1956 cc,Diesel,SUV,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags",Manual,,,,173PS@3750rpm,350Nm@1750-2500rpm
732,Jeep,Compass,2.0 Limited Plus 4X4 At,"Rs. 24,99,000",1956 cc,Diesel,SUV,,,,January,BS 6,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Automatic,,,,173PS@3750rpm,350Nm@1750-2500rpm
733,Jeep,Compass,2.0 Longitude 4X4 At,"Rs. 21,96,000",1956 cc,Diesel,SUV,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,173PS@3750rpm,350Nm@1750-2500rpm
734,Toyota,Corolla Altis,G Petrol,"Rs. 16,45,000",1798 cc,Petrol,Sedan,9.5 km/litre,,,April,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Manual,1660 kg,,,140PS@6400rpm,173Nm@4000rpm
735,Toyota,Corolla Altis,G At Petrol,"Rs. 18,06,000",1798 cc,Petrol,Sedan,9.5 km/litre,,,April,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Automatic,1680 kg,,,140PS@6400rpm,173Nm@4000rpm
736,Toyota,Corolla Altis,Gl Petrol,"Rs. 18,82,000",1798 cc,Petrol,Sedan,9.5 km/litre,,,April,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Manual,1695 kg,,,140PS@6400rpm,173Nm@4000rpm
737,Toyota,Corolla Altis,Gl Diesel,"Rs. 19,36,000",1364 cc,Diesel,Sedan,18.2 km/litre,21 km/litre,,April,BS IV,"Driver knee airbag, Driver frontal airbag, Front passenger frontal airbag",Manual,1670 kg,,,88.4PS@3800rpm,205Nm@1800-2800rpm
738,Toyota,Corolla Altis,G Diesel,"Rs. 17,71,000",1364 cc,Diesel,Sedan,18.4 km/litre,21 km/litre,,April,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Manual,1670 kg,,,88.4PS@3800rpm,205Nm@1800-2800rpm
739,Toyota,Corolla Altis,Vl At Petrol,"Rs. 20,19,000",1798 cc,Petrol,Sedan,9.5 km/litre,,,April,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Driver knee airbag",Automatic,1710 kg,,,140PS@6400rpm,173Nm@4000rpm
740,Honda,Civic,1.8 V Cvt,"Rs. 17,93,900",1799 cc,Petrol,Sedan,,,,April,BS 6,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Automatic,,,,141PS@6500rpm,174Nm@4300rpm
741,Honda,Civic,1.8 Vx Cvt,"Rs. 19,44,900",1799 cc,Petrol,Sedan,,,,April,BS 6,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag",Automatic,,,,141PS@6500rpm,174Nm@4300rpm
742,Honda,Civic,1.8 Zx Cvt,"Rs. 21,24,900",1799 cc,Petrol,Sedan,,,,April,BS 6,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Automatic,,,,141PS@6500rpm,174Nm@4300rpm
743,Honda,Civic,1.6 Vx Mt,"Rs. 20,54,900",1597 cc,Diesel,Sedan,,,,April,BS 6,"Driver frontal airbag, Front passenger curtain airbag, Front passenger frontal airbag, Driver curtain airbag",Manual,,,,120ps@4000,300Nm@2000
744,Honda,Civic,1.6 Zx Mt,"Rs. 22,34,900",1597 cc,Diesel,Sedan,,,,April,BS 6,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags",Manual,,,,120PS@4000RPM,300NM@2000rpm
745,Mg,Zs Ev,Excite,"Rs. 20,88,000",,Electric,SUV,,,340 km/full charge,March,BS 6,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Automatic,,340 km/full charge,"44.5 (kWh), Lithium Ion",142.76PS@3500rpm,353Nm@5000rpm
746,Mg,Zs Ev,Exclusive,"Rs. 23,58,000",,Electric,SUV,,,340 km/full charge,March,BS 6,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Automatic,,340 km/full charge,"44.5 (kWh), Lithium Ion",142.76PS@3500rpm,353Nm@5000rpm
747,Kia,Carnival,Premium 7 Str,"Rs. 24,95,000",2199 cc,Diesel,MUV,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,200PS@3800rpm,440Nm@1750-2750rpm
748,Kia,Carnival,Premium 8 Str,"Rs. 25,15,000",2199 cc,Diesel,MUV,,,,January,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,200PS@3800rpm,440Nm@1750-2750rpm
749,Kia,Carnival,Prestige 7 Str,"Rs. 28,95,000",2199 cc,Diesel,MUV,,,,January,BS 6,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Automatic,,,,200PS@3800rpm,440Nm@1750-2750rpm
750,Kia,Carnival,Prestige 9 (6+3) Str,"Rs. 29,95,000",2199 cc,Diesel,MUV,,,,January,BS 6,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Automatic,,,,200PS@3800rpm,440Nm@1750-2750rpm
751,Kia,Carnival,Limousine 7 Str,"Rs. 33,95,000",2199 cc,Diesel,MUV,,,,January,BS 6,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Automatic,,,,200PS@3800rpm,440Nm@1750-2750rpm
752,Skoda,Superb,Style 1.8 Tsi Mt,"Rs. 25,99,599",1798 cc,Petrol,Sedan,10.6 km/litre,14.12 km/litre,,To be Launched,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Manual,2010 kg,,,180PS@6200RPM,320Nm@1450-3900rpm
753,Skoda,Superb,Style 1.8 Tsi At,"Rs. 27,79,599",1798 cc,Petrol,Sedan,10.1 km/litre,14.67 km/litre,,To be Launched,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Automatic,2030 kg,,,180PS@6200RPM,250NM@1250-5000rpm
754,Skoda,Superb,L & K 1.8 Tsi At,"Rs. 30,99,599",1798 cc,Petrol,Sedan,"11,3 km/litre",13.7 km/litre,,To be Launched,BS IV,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Front passenger side airbag, Rear passenger side airbags",Automatic,2030 kg,,,180PS@6200RPM,250NM@1250-5000rpm
755,Skoda,Superb,L & K 2.0 Tdi At,"Rs. 33,49,599",1968 cc,Diesel,Sedan,15.1 km/litre,18.19 km/litre,,To be Launched,BS IV,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Automatic,2060 kg,,,177PS@4000RPM,350Nm@1500-3500rpm
756,Skoda,Superb,Style 2.0 Tdi At,"Rs. 30,29,599",1968 cc,Diesel,Sedan,15.1 km/litre,18.19 km/litre,,To be Launched,BS IV,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Rear passenger side airbags",Automatic,2060 kg,,,177PS@4000RPM,350Nm@1500-3500rpm
757,Skoda,Superb,Corporate Edition 1.8 Tsi At,"Rs. 25,99,599",1798 cc,Petrol,Sedan,10.1 km/litre,14.67 km/litre,,To be Launched,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Automatic,2030 kg,,,180PS@6200RPM,250NM@1250-5000rpm
758,Skoda,Superb,Corporate Edition 2.0 Tdi At,"Rs. 28,49,599",1968 cc,Diesel,Sedan,15.1 km/litre,18.19 km/litre,,To be Launched,BS IV,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags, Rear passenger side airbags",Automatic,2060 kg,,,177PS@4000RPM,350Nm@1500-3500rpm
759,Volvo,V40,Kinetic,"Rs. 27,69,000",1984 cc,Diesel,Hatchback,"16,8 km/litre",,,July,BS IV,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger curtain airbag, Front passenger side airbag, Driver curtain airbag, Rear passenger curtain airbags",Automatic,2020 kg,,,150PS@150rpm,350Nm@1500-2750rpm
760,Volvo,V40,R Design,"Rs. 31,91,000",1984 cc,Diesel,Hatchback,"16,8 km/litre",,,July,BS IV,"Drive side airbag, Rear passenger head airbags, Driver frontal airbag, Front passenger frontal airbag, Curtain airbags, Driver head airbag",Automatic,2020 kg,,,150PS@3500rpm,350Nm@1500-2750rpm
761,Toyota,Fortuner,2.8 4X2 At,"Rs. 32,05,000",2755 cc,Diesel,SUV,12.55 km/litre,12.9 km/litre,,January,BS IV,"Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag, Curtain airbags, Driver frontal airbag",Automatic,2610 kg,,,177PS@3400rpm,450Nm@1600-2400rpm
762,Toyota,Fortuner,2.8 4X2 Mt,"Rs. 30,19,000",2755 cc,Diesel,SUV,"12,55 km/litre",14.24 km/litre,,January,BS IV,"Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Driver frontal airbag, Drive side airbag, Front passenger frontal airbag",Manual,2610 kg,,,177PS@3400rpm,420Nm@1600-2400rpm
763,Toyota,Fortuner,2.8 4X4 Mt,"Rs. 32,16,000",2755 cc,Diesel,SUV,"12,55 km/litre",14.24 km/litre,,January,BS IV,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Manual,2735 kg,,,177PS@3400rpm,420Nm@1600-2400rpm
764,Toyota,Fortuner,2.8 4X4 At,"Rs. 33,95,000",2755 cc,Diesel,SUV,"12,55 km/litre",12.9 km/litre,,January,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Rear passenger side airbags, Drive side airbag",Automatic,2735 kg,,,177PS@3400rpm,450Nm@1600-2400rpm
765,Toyota,Fortuner,2.7 4X2 At,"Rs. 29,77,000",2694 cc,Petrol,SUV,7.8 km/litre,10.26 km/litre,,January,BS IV,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags",Automatic,2500 kg,,,166PS@5200rpm,245Nm@4000rpm
766,Toyota,Fortuner,2.7 4X2 Mt,"Rs. 28,18,000",2694 cc,Petrol,SUV,7.8 km/litre,10.01 km/litre,,January,BS IV,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",Manual,2500 kg,,,166PS@5200rpm,245Nm@4000rpm
767,Toyota,Fortuner,Trd Celebratory Edition,"Rs. 34,20,000",2755 cc,Diesel,SUV,12.55 km/litre,12.9 km/litre,,January,BS IV,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Drive side airbag",Automatic,2610 kg,,,177PS@3400rpm,450Nm@1600-2400rpm
768,Ford,Endeavour,3.2L 4X4 At Titanium Plus,"Rs. 34,70,000",3198 cc,Diesel,SUV,7.7 km/litre,10.91 km/litre,,March,BS IV,"Drive side airbag, Driver frontal airbag, Curtain airbags, Front passenger frontal airbag, Front passenger side airbag, Driver knee airbag",Automatic,,,,200PS@3000rpm,470Nm@1750-2500rpm
769,Ford,Endeavour,2.2L 4X2 At Titanium Plus,"Rs. 32,33,000",2198 cc,Diesel,SUV,9.3 km/litre,12.62 km/litre,,March,BS IV,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Automatic,,,,160PS@3200rpm,385Nm@1600-2500rpm
770,Ford,Endeavour,2.2L 4X2 Mt Titanium,"Rs. 29,20,000",2198 cc,Diesel,SUV,9.3 km/litre,12.62 km/litre,,March,BS IV,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Curtain airbags",Manual,,,,160PS@3200rpm,385Nm@1600-2500rpm
771,Mini,Cooper 3 Door,Cooper D,"Rs. 29,90,000",1496 cc,Diesel,Hatchback,,,,February,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,116PS@4000rpm,270Nm@1750-2250rpm
772,Mini,Cooper 3 Door,Cooper S,"Rs. 34,20,000",1998 cc,Petrol,Hatchback,,,,February,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,,,,192PS@5000-6000rpm,280NM@1250-4600rpm
