,Make,Model,Variant,Ex-Showroom_Price,Displacement,Fuel_Type,Body_Type,City_Mileage,Highway_Mileage,Electric_Range,Launch Month,Emission_Norm,Airbags,Type,Gross_Vehicle_Weight,Electric_Range,Battery,Power,Torque
381,Maruti Suzuki,Celerio,Zxi (Opt),"Rs. 5,31,279",998 cc,Petrol,Hatchback,23 km/litre,22 km/litre,,November,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,1350 kg,,,68PS@6000rpm,90Nm@3500rpm
382,Maruti Suzuki,Celerio,Vxi Cng Mt,"Rs. 5,30,000",998 cc,CNG,Hatchback,,,,November,BS 6,,Manual,1250 kg,,,59PS@6000rpm,78Nm@3500rpm
383,Maruti Suzuki,Celerio,Zxi Ags,"Rs. 5,33,924",998 cc,Petrol,Hatchback,23 km/litre,22 km/litre,,November,BS 6,Driver frontal airbag,Automatic,1250 kg,,,68PS@6000rpm,90Nm@3500rpm
384,Maruti Suzuki,Celerio,Lxi Mt (O),"Rs. 4,34,659",998 cc,Petrol,Hatchback,23 km/litre,,,November,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,1250 kg,,,68PS@6000rpm,90Nm@3500rpm
385,Maruti Suzuki,Celerio,Vxi (O) Mt,"Rs. 4,72,257",998 cc,Petrol,Hatchback,23 km/litre,22 km/litre,,November,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,1250 kg,,,68PS@6000rpm,90Nm@3500rpm
386,Maruti Suzuki,Celerio,Vxi (O) Ags,"Rs. 5,15,257",998 cc,Petrol,Hatchback,23 km/litre,22 km/litre,,November,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1250 kg,,,68PS@6000rpm,90Nm@3500rpm
387,Maruti Suzuki,Celerio,Zxi (O) Ags,"Rs. 5,43,279",998 cc,Petrol,Hatchback,23 km/litre,22 km/litre,,November,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1250 kg,,,68PS@6000rpm,90Nm@3500rpm
388,Hyundai,Grand I10 Prime,Era T Crdi,"Rs. 5,51,530",1120 cc,Diesel,Hatchback,24 km/litre,24 km/litre,,March,BS IV,,Manual,,,,71PS@4000rpm,16.3Nm@1500-2750RPM
389,Hyundai,Grand I10 Prime,Era T+ Crdi,"Rs. 5,68,930",1120 cc,Diesel,Hatchback,24 km/litre,24 km/litre,,March,BS IV,Driver frontal airbag,Manual,,,,71PS@4000rpm,16.3Nm@1500-2750RPM
390,Hyundai,Grand I10 Prime,Era T Vtvt,"Rs. 4,60,369",1197 cc,Petrol,Hatchback,18.9 km/litre,19.77 km/litre,,March,BS IV,Driver frontal airbag,Manual,1042 kg,,,83PS@6000rpm,114Nm@4000rpm
391,Hyundai,Grand I10 Prime,Era T+ Vtvt,"Rs. 4,77,511",1197 cc,Petrol,Hatchback,18.9 km/litre,19.77 km/litre,,March,BS IV,Driver frontal airbag,Manual,1042 kg,,,83PS@6000rpm,114Nm@4000rpm
392,Hyundai,Grand I10 Prime,Era T+ Cng Vtvt,"Rs. 5,45,946",1197 cc,CNG,Hatchback,,,,March,BS IV,,Manual,,,,83PS@6000rpm,114Nm@4000rpm
393,Hyundai,Grand I10 Prime,Era T Cng Vtvt,"Rs. 5,28,804",1197 cc,CNG,Hatchback,,,,March,BS IV,,Manual,,,,83PS@6000rpm,114Nm@4000rpm
394,Mahindra,Kuv100 Nxt,K2 6Str,"Rs. 4,88,194",1198 cc,Petrol,Hatchback,15.5 km/litre,18.15 km/litre,,October,BS IV,,Manual,,,,82PS@5500RPM,115NM@3500-3600RPM
395,Mahindra,Kuv100 Nxt,K2+ 6Str,"Rs. 5,32,184",1198 cc,Petrol,Hatchback,15.5 km/litre,18.15 km/litre,,October,BS IV,"Front passenger frontal airbag, Driver frontal airbag",Manual,,,,82PS@5500RPM,115NM@3500-3600RPM
396,Mahindra,Kuv100 Nxt,K2 D 6Str,"Rs. 5,90,798",1198 cc,Diesel,Hatchback,22.25 km/litre,25.32 km/litre,,October,BS IV,,Manual,,,,77PS@3750RPM,190NM@1750-2250RPM
397,Mahindra,Kuv100 Nxt,K2+ D 6Str,"Rs. 6,19,243",1198 cc,Diesel,Hatchback,22.25 km/litre,25.32 km/litre,,October,BS IV,"Front passenger frontal airbag, Driver frontal airbag",Manual,,,,77PS@3750RPM,190NM@1750-2250RPM
398,Mahindra,Kuv100 Nxt,K4+ D 6Str,"Rs. 6,67,273",1198 cc,Diesel,Hatchback,22.25 km/litre,25.32 km/litre,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,77PS@3750RPM,190NM@1750-2250RPM
399,Mahindra,Kuv100 Nxt,K4+ 6Str,"Rs. 5,79,645",1198 cc,Petrol,Hatchback,15.5 km/litre,18.15 km/litre,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,82PS@5500RPM,115NM@3500-3600RPM
400,Mahindra,Kuv100 Nxt,K6+ 6Str,"Rs. 6,31,144",1198 cc,Petrol,Hatchback,15.5 km/litre,18.15 km/litre,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,82PS@5500RPM,115NM@3500-3600RPM
401,Mahindra,Kuv100 Nxt,K6+ D 6Str,"Rs. 7,54,548",1198 cc,Diesel,Hatchback,22.25 km/litre,25.32 km/litre,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,77PS@3750RPM,190NM@1750-2250RPM
402,Mahindra,Kuv100 Nxt,K8 6Str,"Rs. 6,93,550",1198 cc,Petrol,Hatchback,15.5 km/litre,18.15 km/litre,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,82PS@5500RPM,115NM@3500-3600RPM
403,Mahindra,Kuv100 Nxt,K8 D 6Str,"Rs. 7,87,304",1198 cc,Diesel,Hatchback,22.25 km/litre,25.32 km/litre,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,77PS@3750RPM,190NM@1750-2250RPM
404,Mahindra,Kuv100 Nxt,K8 6 Str Dual Tone,"Rs. 7,01,045",1198 cc,Petrol,Hatchback,15.5 km/litre,18.15 km/litre,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,82PS@5500RPM,115NM@3500-3600RPM
405,Mahindra,Kuv100 Nxt,K8 D 6 Str Dual Tone,"Rs. 7,94,800",1198 cc,Diesel,Hatchback,22.25 km/litre,25.32 km/litre,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,77PS@3750RPM,190NM@1750-2250RPM
406,Mahindra,Kuv100 Nxt,K4+ 5Str,"Rs. 5,73,250",1198 cc,Petrol,Hatchback,15.5 km/litre,18.15 km/litre,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,82PS@5500RPM,115NM@3500-3600RPM
407,Mahindra,Kuv100 Nxt,K6+ 5Str,"Rs. 6,31,146",1198 cc,Petrol,Hatchback,15.5 km/litre,18.15 km/litre,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,82PS@5500RPM,115NM@3500-3600RPM
408,Mahindra,Kuv100 Nxt,K8 5Str,"Rs. 6,87,175",1198 cc,Petrol,Hatchback,15.5 km/litre,18.15 km/litre,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,82PS@5500RPM,115NM@3500-3600RPM
409,Mahindra,Kuv100 Nxt,K4+ D 5Str,"Rs. 6,60,832",1198 cc,Diesel,Hatchback,22.25 km/litre,25.32 km/litre,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,77PS@3750RPM,190NM@1750-2250RPM
410,Mahindra,Kuv100 Nxt,K6+ D 5Str,"Rs. 7,48,128",1198 cc,Diesel,Hatchback,22.25 km/litre,25.32 km/litre,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,77PS@3750RPM,190NM@1750-2250RPM
411,Mahindra,Kuv100 Nxt,K8 D 5Str,"Rs. 7,80,884",1198 cc,Diesel,Hatchback,22.25 km/litre,25.32 km/litre,,October,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,77PS@3750RPM,190NM@1750-2250RPM
412,Mahindra,Kuv100 Nxt,K2 D 5Str Taxi,"Rs. 5,50,155",1198 cc,Diesel,Hatchback,22.25 km/litre,25.32 km/litre,,October,BS IV,,Manual,,,,77PS@3750RPM,190NM@1750-2250RPM
413,Mahindra,Kuv100 Nxt,K2 D 6Str Taxi,"Rs. 5,59,741",1198 cc,Diesel,Hatchback,22.25 km/litre,25.32 km/litre,,October,BS IV,,Manual,,,,77PS@3750RPM,190NM@1750-2250RPM
414,Mahindra,Kuv100 Nxt,K2 5Str Cng Taxi,"Rs. 5,24,312",1198 cc,Petrol,Hatchback,15.5 km/litre,18.15 km/litre,,October,BS IV,,Manual,,,,82PS@5500RPM,115NM@3500-3600RPM
415,Mahindra,Kuv100 Nxt,K2 6Str Cng Taxi,"Rs. 5,42,913",1198 cc,Petrol,Hatchback,15.5 km/litre,18.15 km/litre,,October,BS IV,,Manual,,,,82PS@5500RPM,115NM@3500-3600RPM
416,Maruti Suzuki,Swift,Lxi,"Rs. 5,19,000",1197 cc,Petrol,Hatchback,12.6 km/litre,17 km/litre,,May,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,1315 kg,,,83PS@6000rpm,113Nm@4200RPM
417,Maruti Suzuki,Swift,Vxi,"Rs. 6,19,000",1197 cc,Petrol,Hatchback,,,,May,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,1315 kg,,,83PS@6000rpm,113Nm@4200RPM
418,Maruti Suzuki,Swift,Vxi Amt,"Rs. 6,66,000",1197 cc,Petrol,Hatchback,,,,May,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1315 kg,,,83PS@6000rpm,113Nm@4200RPM
419,Maruti Suzuki,Swift,Zxi,"Rs. 6,78,000",1197 cc,Petrol,Hatchback,,,,May,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,1315 kg,,,83PS@6000rpm,113Nm@4200RPM
420,Maruti Suzuki,Swift,Zxi Amt,"Rs. 7,25,000",1197 cc,Petrol,Hatchback,,,,May,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1315 kg,,,83PS@6000rpm,113Nm@4200RPM
421,Maruti Suzuki,Swift,Zxi Plus,"Rs. 7,58,000",1197 cc,Petrol,Hatchback,,,,May,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,1315 kg,,,83PS@6000rpm,113Nm@4200RPM
422,Maruti Suzuki,Swift,Ldi,"Rs. 5,99,000",1248 cc,Diesel,Hatchback,,,,May,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1405 kg,,,75PS@4000rpm,190Nm@2000rpm
423,Maruti Suzuki,Swift,Vdi,"Rs. 6,98,000",1248 cc,Diesel,Hatchback,,,,May,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1405 kg,,,75PS@4000rpm,190Nm@2000rpm
424,Maruti Suzuki,Swift,Vdi Amt,"Rs. 7,45,000",1248 cc,Diesel,Hatchback,,,,May,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1405 kg,,,75PS@4000rpm,190Nm@2000rpm
425,Maruti Suzuki,Swift,Zdi,"Rs. 7,57,000",1248 cc,Diesel,Hatchback,,,,May,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1405 kg,,,75PS@4000rpm,190Nm@2000rpm
426,Maruti Suzuki,Swift,Zdi Amt,"Rs. 8,04,000",1248 cc,Diesel,Hatchback,,,,May,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1405 kg,,,75PS@4000rpm,190Nm@2000rpm
427,Maruti Suzuki,Swift,Zdi Plus,"Rs. 8,38,000",1248 cc,Diesel,Hatchback,,,,May,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1405 kg,,,75PS@4000rpm,190Nm@2000rpm
428,Maruti Suzuki,Swift,Zxi Plus Amt,"Rs. 8,02,000",1197 cc,Petrol,Hatchback,,,,May,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1315 kg,,,83PS@6000rpm,113Nm@4200RPM
429,Maruti Suzuki,Swift,Zdi Plus Amt,"Rs. 8,84,000",1248 cc,Diesel,Hatchback,,,,May,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1405 kg,,,75PS@4000rpm,190Nm@2000rpm
430,Tata,Altroz,Xe Petrol,"Rs. 5,29,000",1199 cc,Petrol,Hatchback,,,,March,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,86PS@6000rpm,113Nm@3300rpm
431,Tata,Altroz,Xm Petrol,"Rs. 6,15,000",1199 cc,Petrol,Hatchback,,18 km/litre,,March,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,86PS@6000rpm,113Nm@3300rpm
432,Tata,Altroz,Xt Petrol,"Rs. 6,84,000",1199 cc,Petrol,Hatchback,,18 km/litre,,March,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,86PS@6000rpm,113Nm@3300rpm
433,Tata,Altroz,Xz Petrol,"Rs. 7,44,000",1199 cc,Petrol,Hatchback,,18 km/litre,,March,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,86PS@6000rpm,113Nm@3300rpm
434,Tata,Altroz,Xz (O) Petrol,"Rs. 7,69,000",1199 cc,Petrol,Hatchback,,18 km/litre,,March,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,86PS@6000rpm,113Nm@3300rpm
435,Tata,Altroz,Xe Diesel,"Rs. 6,99,000",1497 cc,Diesel,Hatchback,,,,March,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,90PS@4000rpm,200Nm@1250-3000rpm
436,Tata,Altroz,Xm Diesel,"Rs. 7,75,000",1497 cc,Diesel,Hatchback,,25 km/litre,,March,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,90PS@4000rpm,200Nm@1250-3000rpm
437,Tata,Altroz,Xt Diesel,"Rs. 8,44,000",1497 cc,Diesel,Hatchback,,25 km/litre,,March,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,90PS@4000rpm,200Nm@1250-3000rpm
438,Tata,Altroz,Xz Diesel,"Rs. 9,04,000",1497 cc,Diesel,Hatchback,,25 km/litre,,March,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,90PS@4000rpm,200Nm@1250-3000rpm
439,Tata,Altroz,Xz (O) Diesel,"Rs. 9,29,000",1497 cc,Diesel,Hatchback,,25 km/litre,,March,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,90PS@4000rpm,200Nm@1250-3000rpm
440,Icml,Extreme,Ld Di Non Ac 9 Seater Bsiii,"Rs. 6,42,478",1994 cc,Diesel,SUV,8.6 km/litre,11.12 km/litre,,May,BS III,,Manual,2460 kg,,,101.4PS@3600RPM,240Nm@2000-2500RPM
441,Icml,Extreme,Ld Crdfi Non Ac 9 Seater Bsiv,"Rs. 5,89,678",1994 cc,Diesel,SUV,8.6 km/litre,11.12 km/litre,,May,BS IV,,Manual,2510 kg,,,122PS@4000RPM,270Nm@2500RPM
442,Icml,Extreme,Ld Di Ps Ac 9 Seater Bsiii,"Rs. 6,89,761",1994 cc,Diesel,SUV,8.6 km/litre,11.12 km/litre,,May,BS III,,Manual,2460 kg,,,122PS@4000RPM,270Nm@2500RPM
443,Icml,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiii,"Rs. 7,88,177",1994 cc,Diesel,SUV,8.6 km/litre,11.12 km/litre,,May,BS IV,,Manual,2510 kg,,,122PS@4000RPM,270Nm@2500RPM
444,Icml,Extreme,Sd Di 9 Seater Bsiii,"Rs. 26,50,777",1994 cc,Diesel,SUV,8.6 km/litre,11.12 km/litre,,May,BS III,,Manual,2460 kg,,,101.4PS@3600RPM,240Nm@2000-2500RPM
445,Icml,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiv,"Rs. 6,28,072",1994 cc,Diesel,SUV,8.6 km/litre,11.12 km/litre,,May,BS IV,,Manual,2510 kg,,,122PS@4000RPM,270Nm@2500RPM
446,Icml,Extreme,Vd Crdfi 7 Seater Bsiii,"Rs. 9,00,967",1994 cc,Diesel,SUV,8.6 km/litre,11.12 km/litre,,May,BS III,,Manual,2460 kg,,,122PS@4000RPM,270Nm@2500RPM
447,Icml,Extreme,Vd Di 7 Seater Bsiii,"Rs. 14,65,148",1994 cc,Diesel,SUV,8.6 km/litre,11.12 km/litre,,May,BS III,,Manual,2460 kg,,,101.4PS@3600RPM,240Nm@2000-2500RPM
448,Icml,Extreme,Sd Crdfi 9 Seater Bsiv,"Rs. 5,52,890",1994 cc,Diesel,SUV,8.6 km/litre,11.12 km/litre,,May,BS IV,,Manual,2460 kg,,,122PS@4000RPM,270Nm@2500RPM
449,Icml,Extreme,Vd Crdfi 7 Seater Bsiv,"Rs. 9,27,689",1994 cc,Diesel,SUV,8.6 km/litre,11.12 km/litre,,May,BS IV,,Manual,2460 kg,,,122PS@4000RPM,270Nm@2500RPM
450,Icml,Extreme,Sd Crdfi 9 Seater Bsiii,"Rs. 8,35,275",1994 cc,Diesel,SUV,8.6 km/litre,11.12 km/litre,,May,BS III,,Manual,2460 kg,,,122PS@4000RPM,270Nm@2500RPM
451,Tata,Tigor,Revotron Xe,"Rs. 5,75,000",1199 cc,Petrol,Sedan,24.12 km/litre,23 km/litre,,March,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,86PS@6000rpm,113Nm@3300rpm
452,Tata,Tigor,Revotron Xm,"Rs. 6,10,000",1199 cc,Petrol,Sedan,24.12 km/litre,23 km/litre,,March,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,86PS@6000rpm,113Nm@3300rpm
453,Tata,Tigor,Revotron Xz,"Rs. 6,50,000",1199 cc,Petrol,Sedan,24.12 km/litre,23 km/litre,,March,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,86PS@6000rpm,113Nm@3300rpm
454,Tata,Tigor,Revotron Xz Plus,"Rs. 6,99,000",1199 cc,Petrol,Sedan,24.12 km/litre,23 km/litre,,March,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,86PS@6000rpm,113Nm@3300rpm
455,Tata,Tigor,Revotron Xma,"Rs. 6,60,000",1199 cc,Petrol,Sedan,24.12 km/litre,23 km/litre,,March,BS 6,"Driver frontal airbag, Front passenger frontal airbag",AMT,,,,86PS@6000rpm,113Nm@3300rpm
456,Tata,Tigor,Revotron Xza Plus,"Rs. 7,49,000",1199 cc,Petrol,Sedan,24.12 km/litre,23 km/litre,,March,BS 6,"Front passenger frontal airbag, Driver frontal airbag",AMT,,,,86PS@6000rpm,113Nm@3300rpm
457,Tata,Zest,Xe Petrol,"Rs. 5,82,287",1193 cc,Petrol,Sedan,13.2 km/litre,17.6 km/litre,,August,BS IV,,Manual,1531 kg,,,90PS@5000rpm,140Nm@1500-4000rpm
458,Tata,Zest,Xe Diesel,"Rs. 7,02,946",1248 cc,Diesel,Sedan,19.2 km/litre,23 km/litre,,August,BS IV,,Manual,1531 kg,,,75PS@4000rpm,190Nm@1750-3000rpm
459,Tata,Zest,Xm Petrol,"Rs. 6,53,926",1193 cc,Petrol,Sedan,13.2 km/litre,17.6 km/litre,,August,BS IV,,Manual,1531 kg,,,90PS@5000rpm,140Nm@1500-4000rpm
460,Tata,Zest,Xms Petrol,"Rs. 6,72,641",1193 cc,Petrol,Sedan,13.2 km/litre,17.6 km/litre,,August,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1531 kg,,,90PS@5000rpm,140Nm@1500-4000rpm
461,Tata,Zest,Xt Petrol,"Rs. 7,32,475",1193 cc,Petrol,Sedan,13.2 km/litre,17.6 km/litre,,August,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1531 kg,,,90PS@5000rpm,140Nm@1750-3000rpm
462,Tata,Zest,Xm Diesel,"Rs. 7,67,317",1248 cc,Diesel,Sedan,19.2 km/litre,23 km/litre,,August,BS IV,,Manual,1531 kg,,,75PS@4000rpm,190Nm@1750-3000rpm
463,Tata,Zest,Xms Diesel,"Rs. 7,93,898",1248 cc,Diesel,Sedan,19.2 km/litre,20 km/litre,,August,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1531 kg,,,75PS@4000rpm,190Nm@1750-3000rpm
464,Tata,Zest,Xt Diesel,"Rs. 8,55,362",1248 cc,Diesel,Sedan,19.2 km/litre,23 km/litre,,August,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1531 kg,,,90PS@4000rpm,200NM@1750-3000rpm
465,Tata,Zest,Xma Diesel,"Rs. 8,36,320",1248 cc,Diesel,Sedan,19.2 km/litre,,,August,BS IV,,AMT,1531 kg,,,75PS@4000rpm,190Nm@1750-3000rpm
466,Tata,Zest,Xta Diesel,"Rs. 9,89,000",1248 cc,Diesel,Sedan,19.2 km/litre,23 km/litre,,August,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1531 kg,,,90PS@4000rpm,200NM@1750-3000rpm
467,Tata,Zest,Zest Premio Edition,"Rs. 7,88,797",1248 cc,Diesel,Sedan,19.2 km/litre,20 km/litre,,August,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,1531 kg,,,75PS@4000rpm,190Nm@1750-3000rpm
468,Honda,Amaze,S Cvt Petrol,"Rs. 7,63,000",1199 cc,Petrol,Sedan,,,,April,BS 6,"Front passenger frontal airbag, Driver frontal airbag",Automatic,1075 kg,,,90PS@6000rpm,110Nm@4800rpm
469,Honda,Amaze,E Mt Diesel,"Rs. 7,05,000",1498 cc,Diesel,Sedan,,,,April,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,1075 kg,,,100PS@3600rpm,200Nm@1750rpm
470,Honda,Amaze,E Mt Petrol,"Rs. 5,93,000",1199 cc,Petrol,Sedan,,,,April,BS 6,"Front passenger frontal airbag, Driver frontal airbag",Manual,1075 kg,,,90PS@6000rpm,110Nm@4800rpm
471,Honda,Amaze,S Cvt Diesel,"Rs. 8,65,000",1498 cc,Diesel,Sedan,,,,April,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1075 kg,,,80PS@3600rpm,160Nm@1750rpm
472,Honda,Amaze,V Cvt Petrol,"Rs. 8,23,000",1199 cc,Petrol,Sedan,,,,April,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1075 kg,,,90PS@6000rpm,110Nm@4800rpm
473,Honda,Amaze,V Cvt Diesel,"Rs. 9,25,000",1498 cc,Diesel,Sedan,,,,April,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1075 kg,,,80PS@3600rpm,160Nm@1750rpm
474,Honda,Amaze,S Mt Diesel,"Rs. 7,85,000",1498 cc,Diesel,Sedan,,,,April,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,1075 kg,,,100PS@3600rpm,200Nm@1750rpm
475,Honda,Amaze,Vx Mt Diesel,"Rs. 8,93,000",1498 cc,Diesel,Sedan,,,,April,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,1075 kg,,,100PS@3600rpm,200Nm@1750rpm
476,Honda,Amaze,V Mt Diesel,"Rs. 8,45,000",1498 cc,Diesel,Sedan,,,,April,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,1075 kg,,,100PS@3600rpm,200Nm@1750rpm
477,Honda,Amaze,Vx Mt Petrol,"Rs. 7,81,000",1199 cc,Petrol,Sedan,,,,April,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,1075 kg,,,90PS@6000rpm,110Nm@4800rpm
478,Honda,Amaze,V Mt Petrol,"Rs. 7,33,000",1199 cc,Petrol,Sedan,,,,April,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,1075 kg,,,90PS@6000rpm,110Nm@4800rpm
479,Honda,Amaze,S Mt Petrol,"Rs. 6,73,000",1198 cc,Petrol,Sedan,,,,April,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,1075 kg,,,90PS@6000rpm,110Nm@4800rpm
480,Honda,Amaze,Exclusive Edition Diesel,"Rs. 9,06,000",1498 cc,Diesel,Sedan,,,,April,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,1075 kg,,,100PS@3600rpm,200Nm@1750rpm
481,Honda,Amaze,Exclusive Edition Petrol,"Rs. 7,94,000",1199 cc,Petrol,Sedan,,,,April,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,1075 kg,,,90PS@6000rpm,110Nm@4800rpm
482,Honda,Amaze,Vx Cvt Diesel,"Rs. 9,66,000",1498 cc,Diesel,Sedan,,,,April,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1075 kg,,,100PS@3600rpm,200Nm@1750rpm
483,Honda,Amaze,Vx Cvt Petrol,"Rs. 8,64,000",1199 cc,Petrol,Sedan,,,,April,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1075 kg,,,90PS@6000rpm,110Nm@4800rpm
484,Honda,Amaze,Ace Edition Cvt Diesel,"Rs. 9,79,300",1498 cc,Diesel,Sedan,,,,April,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1075 kg,,,100PS@3600rpm,200Nm@1750rpm
485,Honda,Amaze,Ace Edition Cvt Petrol,"Rs. 8,77,300",1199 cc,Petrol,Sedan,,,,April,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Automatic,1075 kg,,,90PS@6000rpm,110Nm@4800rpm
486,Honda,Amaze,Ace Edition Mt Diesel,"Rs. 9,06,300",1498 cc,Diesel,Sedan,,,,April,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,1075 kg,,,100PS@3600rpm,200Nm@1750rpm
487,Honda,Amaze,Ace Edition Mt Petrol,"Rs. 7,94,300",1199 cc,Petrol,Sedan,,,,April,BS 6,"Driver frontal airbag, Front passenger frontal airbag",Manual,1075 kg,,,90PS@6000rpm,110Nm@4800rpm
488,Maruti Suzuki,Gypsy,Hard Top,"Rs. 6,37,343",1298 cc,Petrol,SUV,10.2 km/litre,14.8 km/litre,,December,BS III,,Manual,1585 kg,,,80PS@6000rpm,103Nm@4500RPM
489,Maruti Suzuki,Gypsy,Soft Top,"Rs. 6,22,730",1298 cc,Petrol,SUV,10.2 km/litre,14.8 km/litre,,December,BS III,,Manual,1585 kg,,,80PS@6000rpm,103Nm@4500RPM
490,Hyundai,Venue,1.2 Kappa Mt E,"Rs. 6,55,000",1197 cc,Petrol,SUV,,,,June,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,82hp@6000rpm,112.7Nm@4000rpm
491,Hyundai,Venue,1.0 Turbo Gdi Mt S,"Rs. 8,26,000",998 cc,Petrol,SUV,,,,June,BS IV,"Driver frontal airbag, Front passenger frontal airbag",Manual,,,,117hp@6000rpm,172Nm@4000rpm
